list_id;url;price;body;subject;first_publication_date;index_date;status;nb_images;country_id;region_id;region_name;department_id;city;zipcode;lat;lng;type;name;siren;has_phone;is_boosted;favorites;square;land_plot_surface;rooms;bedrooms;nb_bathrooms;nb_shower_room;energy_rate;ges;heating_type;heating_mode;fees_at_the_expanse_of;fai_included;mandate_type;price_per_square_meter;immo_sell_type;is_import;nb_floors;nb_parkings;building_year;virtual_tour;old_price;annual_charges;orientation;is_virtual_tour;transport_exists_nearby;school_exists_nearby;medical_service_exists_nearby;centre_of_town_exists_nearby;nb_square_meter_basement;nb_square_meter_balcony
2948328415;https://www.leboncoin.fr/ad/ventes_immobilieres/2948328415;740000;"Maison de ville 5 pièces 140 m²

L'agence SAFTI vous propose en exclusivité cette charmante maison de ville d'environ 140 m² sur une parcelle de 231 m2 ; À l'extérieur, une terrasse sans vis-à-vis vous permettra de profiter de repas en plein air en toute tranquillité, ainsi qu' un jardinet orienté plein ouest, situé devant la maison.
La maison se compose d'un vaste rez-de-chaussée d'environ 80 m², avec un grand séjour, une cuisine ouverte entièrement équipée et aménagée. Une chambre, une salle de douche et un coin bureau complètent cet espace. 
À l'étage, vous trouverez deux belles chambres, une salle de bains avec baignoire, ainsi que des toilettes séparées. Les combles, aménagés en une grande surface de 40 m² au sol, offrent de nombreuses possibilités d'aménagement : chambre d'enfant, salle de jeux ou bureau, avec plusieurs fenêtres de toit apportant une belle luminosité.
Le sous-sol total, aménagé en buanderie, demi-garage et salle de home cinéma, constitue un véritable atout. Il offre une grande flexibilité et peut être réorganisé selon vos besoins.

Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr
Prix de vente : 740 000 €
Honoraires charge vendeur

Contactez votre conseiller SAFTI : Sybille CARON, Tél. : [Coordonnées masquées], E-mail : [Coordonnées masquées] - EI - Agent commercial immatriculé au RSAC de NANTERRE sous le numéro 803 864 834

Surface : 140 m²
Honoraires à la charge du vendeur
Date de réalisation du diagnostic énergétique : 10/05/2022

Consommation énergie primaire : 295 kWh/m²/an
Consommation énergie finale : Non communiqué

Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 2 390 € et 3 290 € par an. Prix moyens des énergies indexés sur l'année 2021 (abonnements compris)";Maison de ville 5 pièces 140 m²;06/03/2025 09:47;28/03/2025 19:23;active;6;FR;12;Ile-de-France;92;Clamart;92140;48.798982299442265;2.264205638318676;pro;Sybille CARON - SAFTI;803864834.0;1;1;13;140.0;231.0;5.0;4.0;1.0;1.0;e;b;individual;electric;seller;0;exclusive;5286.0;old;1;3.0;2.0;1950.0;;;2840.0;west;0;;;;;40.0;0.0
2946703108;https://www.leboncoin.fr/ad/ventes_immobilieres/2946703108;390000;"Maison de ville 5 pièces 104 m²

iad France - Marie Miqueau vous propose: MAISON DE VILLE AVEC JARDIN ET TERRASSE / RUE JULES FERRY / 3 MINUTES À PIED BUS 304 ( Nanterre - Les Courtilles ) / 10 MINUTES À PIED T2 PONT DE BEZONS / 3 MINUTES À PIED FUTURE LIGNE T1 ( Train J et ligne 13).
À quelques pas des bords de Seine et du parc Pierre Lagravère, traversez ce quartier pavillonnaire dont l’école Charles Peguy et les commerces de proximité ponctuent la promenade.
C’est en son sein que se cache en arrière lot cette adorable maison de 1930 d'une surface habitable de 92 m2 environ entièrement rénovée et dont le charme agit dès le début de la visite : L’allée végétale vous conduit à une première terrasse aux airs de patio méditerranéen. On imagine alors les douces soirées estivales…
La jolie porte d’entrée à l’ancienne donne le style de la demeure. Dès l’entrée, les rayons du soleil sur les parquets blonds vous guident vers le salon, puis la cuisine ultra contemporaine. Les espaces sont fluides, épurés. Une très jolie salle de bain avec wc complète ce niveau. Un accès vers l’arrière de la maison vous offre le bénéfice d’un coquet jardin clos doté d’une petite terrasse couverte et d’un espace buanderie. 
A l’étage de la charmante, trois belles chambres, dont une façon « atelier d’artiste » qui réserve la surprise d’une pièce annexe dont les plus petits ne pourront se passer!
Derniers atouts de la maison : Des combles aménageables pour encore plus d’espace et une cave en sous-sol.
Stationnement dans l’enceinte de la maison.
Double vitrage dans toutes les pièces.
CHARME ET MODERNITÉ POUR CETTE DEMEURE FAMILIALE.

Honoraires d'agence à la charge du vendeur.
Information d'affichage énergétique sur ce bien : classe ENERGIE G indice 422 et classe CLIMAT C indice 14. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : www.georisques.gouv.fr.
La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mme Marie Miqueau mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de VERSAILLES sous le numéro 493 960 611, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.

Surface : 104 m²
Honoraires à la charge du vendeur
Date de réalisation du diagnostic énergétique : 26/09/2023

Consommation énergie primaire : 422 kWh/m²/an
Consommation énergie finale : Non communiqué

Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 2 350 € et 3 210 € par an. Prix moyens des énergies indexés sur l'année 2021 (abonnements compris)
Logement à consommation énergétique excessive : classe G";Maison de ville 5 pièces 104 m²;03/03/2025 10:16;28/03/2025 19:23;active;20;FR;12;Ile-de-France;92;Colombes;92700;48.919120414834126;2.2381498401735547;pro;MARIE MIQUEAU- IAD FRANCE;493960611.0;1;1;37;104.0;280.0;5.0;3.0;1.0;1.0;g;c;individual;electric;seller;0;simple;3750.0;old;1;2.0;1.0;1920.0;;;2780.0;south_west;0;1;1;;1;0.0;0.0
2956238303;https://www.leboncoin.fr/ad/ventes_immobilieres/2956238303;640000;"Triangle d'Or Rueil-Malmaison, RER A à 5mn à pied, proximité des écoles, bords de seine et au calme absolu ! Venez découvrir notre agréable maison de famille de 134m2 au sol, dont 83m² habitables. Distribuée sur 3 niveaux elle offre 3 chambres, un garage aménageable de 32m² et un petit jardinet,. Poussez la porte et c’est un espace de vie lumineux et modulable selon vos envies, qui vous offre un premier plateau de 32m2, actuellement aménagé en un séjour traversant de 22m², une entrée de 5m² et une cuisine équipée de 6m². Un wc invité et un accès au garage complètent ce niveau.
Les espaces nuits se situent en étages avec au premier niveau, 2 belles chambres, un dressing et une salle de bain avec wc. Le niveau supérieur offre une troisième chambre avec divers rangements sur le palier. Le bien propose également un grand garage de 32m2 aménageable selon vos projets, comprenant le local technique, un point d’eau aménagé en salle de douche et un accès au jardin de 16m2. SES ATOUTS : quartier très prisé et calme. Toutes les commodités accessibles à 5mn à pied, une maison très bien entretenue où l’on se sent bien, parquet impeccable, toiture et façades en très bon état, double vitrage, possibilité d’aménagement à votre goût. N’hésitez plus, venez la visiter !";Triangle d'Or - Maison de 134m2 au sol offrant 3 chambres, garage et jardinet;20/03/2025 10:46;28/03/2025 19:16;active;9;FR;12;Ile-de-France;92;Rueil-Malmaison;92500;48.88467;2.16771;pro;Immobilier;837570712.0;1;1;4;95.0;70.0;4.0;3.0;1.0;1.0;e;e;individual;gas;buyer;0;exclusive;6737.0;old;0;3.0;1.0;1936.0;;665000.0;;south_east;0;1;1;;1;32.0;
2873284108;https://www.leboncoin.fr/ad/ventes_immobilieres/2873284108;990000;"Maison 7 pièces 175 m²

 Au centre-ville de Clamart, dans le secteur du Parc Maison Blanche, des écoles et des commerces, vous trouverez une maison d'architecte de 1996 avec une triple exposition ( E/S/O) niché dans la verdure!
 La maison se configure d'une entrée avec un dressing - un double séjour avec sa cheminée sur mesure et sa triple exposition, en rez-de-jardin une cuisine aménagée avec une salle à manger donnant tout deux accès sur sa terrasse de plain pied et son jardin arboré suivit d'une salle de douche et d'un wc ind.
 A l'étage, un dégagement desservant sur trois chambres ayant des placards intégrés dont deux donnant accès sur un balcon filant - un espace dressing indépendant - une salle de bain avec une douche et un wc ind.
 Au dernier niveau, une très belle pièce avec des poutres apparentes pouvant être idéal pour une suite parentale disposant déjà d'un point d'eau et un espace bureau ou envisager une cinquième chambre.
 Il est possible d'intégrer une cuisine dans le double séjour et la partie rez-de-jardin si vous le souhaitez peut être une salle de jeu/ un cabinet libéral ou un studio indépendant, plusieurs possibilités s'offre à vous.
 Possibilté de créer un stationnement sur la parcelle. MAISON LUMINEUSE ET AGREABLE A VIVRE !
 Pour plus d'information, merci de contacter Amélie au [Coordonnées masquées].
 En zone de carrière, les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr

Surface : 175 m²
Prix du bien : 990000 €
Prix du bien hors honoraires : 960000 €
Honoraires TTC : 3.13 % soit 30000 €
Honoraires à la charge de l'acquéreur
Date de réalisation du diagnostic énergétique : 09/05/2024

Consommation énergie primaire : 140 kWh/m²/an
Consommation énergie finale : 0 kWh/m²/an

Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 1 640 € et 2 270 € par an. Prix moyens des énergies indexés sur l'année 2021 (abonnements compris)";Maison 7 pièces 175 m²;29/10/2024 13:05;28/03/2025 19:13;active;20;FR;12;Ile-de-France;92;Clamart;92140;48.798540468390485;2.258334933116326;pro;G.T.I. 92;344177647.0;1;1;9;175.0;100.0;7.0;5.0;1.0;2.0;c;c;individual;gas;buyer;1;simple;5657.0;old;1;4.0;1.0;1996.0;;;2000.0;east_south_west;0;1;1;;1;;0.0
2947485837;https://www.leboncoin.fr/ad/ventes_immobilieres/2947485837;570000;"MAISON 5 PIECES DE 157 M²

EXCLUSIVITÉ Stéphane Plaza de CLAMART. Située dans un quartier paisible et familial, cette maison de 140 m² Carrez offre un gros potentiel. Elle est facilement accessible via les axes routiers, bus et tramway.
 Au rez-de-chaussée, vous trouverez une chambre avec salle d'eau, une buanderie, des WC séparés, une cave ainsi qu'un garage permettant de garer un véhicule. Le tout offre un cadre fonctionnel et pratique, idéal pour une vie de famille. Le premier étage, BAIGNÉ de lumière, se compose d'un double séjour spacieux et chaleureux, d'une cuisine semi-ouverte et de plusieurs espaces de rangement . Quant au deuxième étage, avec ses grands volumes, abrite deux grandes chambres, une salle de bain, un WC séparé et encore de nombreux espaces de rangement dont un dressing. L'ensemble est posé sur une parcelle de 278 m², avec un jardin de 150 m², parfait pour profiter des beaux jours en toute tranquillité. Cette maison AVEC TRAVAUX à prévoir est une belle opportunité pour ceux qui recherchent un bien lumineux, spacieux et familial, à personnaliser selon leurs envies. Proximité des commerces du dynamique écoquartier de Meudon-la-Forêt.
Ne laissez pas passer cette occasion unique !
On visite ?
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www. georisques. gouv. fr
Référence annonce : 3709
Date de réalisation du diagnostic : 27/12/2024
Prix hors honoraires : 570 000 €
Les honoraires sont à la charge du vendeur

Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 5 000 € et 7 000 € sur les années 2021, 2022 et 2023 (abonnements compris).
Logement à consommation énergétique excessive : classe G";Maison 5 pièces 157 m²;05/03/2025 08:12;28/03/2025 19:03;active;17;FR;12;Ile-de-France;92;Clamart;92140;48.80069886320636;2.255615859409344;pro;Stéphane Plaza Immobilier Clamart;830789541.0;1;1;8;157.0;278.0;5.0;3.0;1.0;1.0;g;f;individual;gas;seller;1;exclusive;3631.0;old;1;3.0;1.0;1972.0;;;6000.0;south_west;0;1;;;1;0.0;0.0
2946348494;https://www.leboncoin.fr/ad/ventes_immobilieres/2946348494;660000;"Maison 6 pièces 125 m²

Immobilier.notaires® et l’office notarial BANTEGNY et associé vous proposent :
Maison de ville / village à vendre - ANTONY (92160)
- - - - - - - - - - - - - - - - - - - - - -
ANTONY, Maison d'habitation de 125m² sur terrain de 710 m² comprenant :
Au rez-de-chaussée : une entrée desservant une pièce à vivre donnant sur jardin, une cuisine, une chambre/bureau, un wc .
A l'étage : un palier desservant quatre chambres et une salle d'eau avec wc.
Un grenier
Un sous-sol total avec garage
RER B Station ""des Baconnets"" 
Proche toutes commodités
- - - - - - - - - - - - - - - - - - - - - -
Visites : Sur rendez-vous.
Contact : [Coordonnées masquées]
- - - - - - - - - - - - - - - - - - - - - -
Annonce de l’étude BANTEGNY et associé - Notaires au  Châtelet-en-Brie - N° SIRET : 44944411600015
- - - - - - - - - - - - - - - - - - - - - -
Immobilier.notaires® : Evaluer, acheter & vendre avec les notaires partout en France. 12 000 notaires, experts et négociateurs vous accompagnent dans vos projets immobiliers en toute confiance.

Surface : 125 m²
Prix du bien : 660000 €
Honoraires à la charge du vendeur
Date de réalisation du diagnostic énergétique : 22/10/2024
Logement à consommation énergétique excessive : classe G";Maison 6 pièces 125 m²;03/03/2025 08:21;28/03/2025 19:03;active;7;FR;12;Ile-de-France;92;Antony;92160;48.75907089641021;2.283571824677033;pro;Mes BANTEGNY & COCHET - Notaires LE CHATELET;449444116.0;1;1;3;125.0;710.0;6.0;5.0;;1.0;g;g;individual;;seller;0;exclusive;5280.0;old;1;3.0;1.0;;;;;south_west;0;1;;;1;;
2936468657;https://www.leboncoin.fr/ad/ventes_immobilieres/2936468657;1150000;"Maison 7 pièces 146 m²

iad France - Géraldine Faugeras vous propose: 92190 – MEUDON CENTRE – MAISON 140 m² – CHARME DE L'ANCIEN – 7 PIÈCES – 5 CHAMBRES – IDÉAL FAMILLE – BEAU POTENTIEL – TRAVAUX À PRÉVOIR.

J'ai le plaisir de vous proposer au sein d'un quartier RÉSIDENTIEL et CALME à proximité immédiate de la MAIRIE, des TRANSPORTS (REC C + ligne N), des COMMERCES (marché maison Rouge) et des ÉCOLES cette maison en MEULIERE d'une SUPERFICIE de 146 m² édifiée sur un TERRAIN de 358 m².
Au rez-de-chaussée sur un plateau de 57 m² une entrée dessert un WC, un SALON et une grande PIÈCE A VIVRE avec CUISINE OUVERTE donnant de PLAIN PIED sur une TERRASSE et un JARDIN de 220 m².
Le 1er étage se compose de TROIS belles CHAMBRES, d'une SALLE DE DOUCHE et d'une SALLE DE BAINS. Au second étage se trouvent DEUX autres CHAMBRES MANSARDÉES
Les expositions EST-OUEST confèrent à cette maison un ENSOLEILLEMENT optimal tout au long de la journée, offrant des instants de vie lumineux et chaleureux.
Un SOUS-SOL de 28 m² et un GARAGE de 26 m² complètent cet ensemble.

Cette propriété rare à FORT POTENTIEL saura séduire les amateurs d'authenticité et les AMOUREUX du cachet de l'ANCIEN. Certains TRAVAUX et aménagements sur mesure s'avèreront nécessaires pour créer une résidence d'exception à votre image.
Laissez-vous séduire par le CHARME INTEMPOREL de cette maison et le CADRE DE VIE unique de Meudon recherché pour sa quiétude et sa proximité avec la nature et contactez-nous dès aujourd'hui pour organiser une visite.

Honoraires d'agence à la charge de l'acquéreur. Prix honoraires inclus : 1150000 euros. Prix hors honoraires : 1120000 euros. Honoraires TTC à la charge de l'acquéreur (2,68% du prix du bien hors honoraires) : 30000 euros.
Information d'affichage énergétique sur ce bien : classe ENERGIE D indice 224 et classe CLIMAT D indice 48. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : www.georisques.gouv.fr.
La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mme Géraldine Faugeras mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de NANTERRE sous le numéro 877727248, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.

Surface : 146 m²
Prix du bien : 1150000 €
Prix du bien hors honoraires : 1120000 €
Honoraires TTC : 2.68 % soit 30000 €
Honoraires à la charge de l'acquéreur
Date de réalisation du diagnostic énergétique : 04/05/2023

Consommation énergie primaire : 224 kWh/m²/an
Consommation énergie finale : Non communiqué

Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 2 080 € et 2 850 € par an. Prix moyens des énergies indexés sur l'année 2021 (abonnements compris)";Maison 7 pièces 146 m²;14/02/2025 11:06;28/03/2025 18:53;active;9;FR;12;Ile-de-France;92;Meudon;92190;48.81114737486064;2.2337199698666605;pro;Géraldine Faugeras - IAD France;877727248.0;1;1;17;146.0;358.0;7.0;5.0;2.0;1.0;d;d;individual;gas;buyer;1;simple;7877.0;old;1;4.0;1.0;1920.0;;;2465.0;east_west;0;1;1;;1;28.0;0.0
2913491032;https://www.leboncoin.fr/ad/ventes_immobilieres/2913491032;770000;"Propriété 5 pièces 115 m²

iad France - Marine Duhec vous propose: Découvrez cette magnifique maison non mitoyenne située à Châtenay-Malabry en plein Centre Ville alliant élégance et modernité pour un cadre de vie exceptionnel, cette propriété offre des prestations haut de gamme pour un confort absolu.

D'une surface totale de 115 m² sur un terrain de 227 m², cette maison vous séduira par son design contemporain et ses finitions impeccables. Luminosité et espace sont au rendez-vous, garantissant un bien-être quotidien pour vous et votre famille.

Au rez-de-chaussée, vous découvrirez une entrée avec rangement, une buanderie, un grand espace de vie avec poêle à bois et donnant sur une terrasse et son jardin, sa cuisine semie ouverte toute équipée et son toilettes séparés. 

À l'étage, un palier dessert 3 chambres dont une suite parentale avec salle de bains et double vasque et une salle d’eau avec toilettes.

Un garage attenant à la maison avec prises  pour véhicules électriques, nombreux rangements. 
Vous pouvez garer une voiture dans le garage et une autre devant. 

Les plus : panneaux photovoltaïques, volets électriques, poêle à bois… 

La presente annonce immobiliere vise 1 lot situé dans une copropriété de 15 lots au total et ne faisant l'objet d'aucune procédure en cours citée à l'article L. 721-1 du code de la construction et de l'habitation. Montant moyen mensuel de charges déclaré par le vendeur : 80€ par mois (soit 960 € annuel). Honoraires d'agence à la charge du vendeur.
Information d'affichage énergétique sur ce bien : classe ENERGIE C indice 104 et classe CLIMAT C indice 13. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : www.georisques.gouv.fr.
La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mme Marine Duhec mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de Nanterre sous le numéro 823676606, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.

Surface : 115 m²
Honoraires à la charge du vendeur

A propos de la copropriété :
Pas de procédure en cours
Nombre de lots : 15
Charges prévisionnelles annuelles : 960 €
Date de réalisation du diagnostic énergétique : 02/10/2024

Consommation énergie primaire : 104 kWh/m²/an
Consommation énergie finale : Non communiqué

Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 1 080 € et 1 461 € sur les années 2021, 2022 et 2023 (abonnements compris).";Propriété 5 pièces 115 m²;04/01/2025 15:49;28/03/2025 18:53;active;20;FR;12;Ile-de-France;92;Châtenay-Malabry;92290;48.77188466151643;2.250719983894172;pro;Marine DUHEC - I@D France;823676606.0;1;1;34;115.0;227.0;5.0;3.0;2.0;1.0;c;c;individual;gas;seller;0;simple;6696.0;old;1;2.0;1.0;2012.0;;790000.0;960.0;south_west;0;1;1;1;1;;
2957246063;https://www.leboncoin.fr/ad/ventes_immobilieres/2957246063;1865000;"Maison 5 pièces 200 m²

iad France - Anne-Lucie Blanchetot vous propose: Maison familiale de plus de 200M2 au sol (160M2 Carrez hors garage) dans résidence sécurisée en plein coeur de ville comprenant : une entrée desservant une cuisine aménagée et équipée, une penderie, un wc séparé, un salon séjour donnant sur terrasse et jardinet exposé sud-ouest. En souplex, un bel espace pouvant servir de cellier, buanderie, salle de sport, salle de cinéma et/ou salle de jeux. A l'étage : un pallier desservant 3 belles chambres dont une avec sa SDE et un balcon, une SDB, une 4ème chambre ou un bureau, des combles aménagées avec une belle luminosité et offrant un espace de vie additionnel important.
Un garage et une place de parking extérieure complètent ce bien. Cette propriété lumineuse et chaleureuse vous ravira de part son emplacement (350m du métro Mairie de Montrouge) et ses beaux espaces de vie. 

La presente annonce immobiliere vise 2 lots situés dans une copropriété de 338 lots au total et ne faisant l'objet d'aucune procédure en cours citée à l'article L. 721-1 du code de la construction et de l'habitation. Montant moyen mensuel de charges déclaré par le vendeur : 239.67€ par mois (soit 2876 € annuel). Honoraires d'agence à la charge de l'acquéreur. Prix honoraires inclus : 1865000 euros. Prix hors honoraires : 1800000 euros. Honoraires TTC à la charge de l'acquéreur (3,61% du prix du bien hors honoraires) : 65000 euros.
Information d'affichage énergétique sur ce bien : classe ENERGIE C indice 126 et classe CLIMAT C indice 19. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : www.georisques.gouv.fr.
La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mme Anne-Lucie Blanchetot mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de NANTERRE sous le numéro 915070775, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.

Surface : 200 m²
Prix du bien : 1865000 €
Prix du bien hors honoraires : 1800000 €
Honoraires TTC : 3.61 % soit 65000 €
Honoraires à la charge de l'acquéreur

A propos de la copropriété :
Pas de procédure en cours
Nombre de lots : 338
Charges prévisionnelles annuelles : 2876 €
Date de réalisation du diagnostic énergétique : 20/03/2025

Consommation énergie primaire : 126 kWh/m²/an
Consommation énergie finale : Non communiqué

Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 1 310 € et 1 840 € sur les années 2021, 2022 et 2023 (abonnements compris).";Maison 5 pièces 200 m²;21/03/2025 17:36;28/03/2025 18:43;active;11;FR;12;Ile-de-France;92;Montrouge;92120;48.82080902636301;2.3177224935998573;pro;Anne-Lucie Blanchetot - IAD France;915070775.0;1;1;4;200.0;60.0;5.0;5.0;1.0;1.0;c;c;individual;gas;buyer;1;simple;9325.0;old;1;3.0;1.0;2002.0;;1800000;2876.0;south_west;0;1;;;1;;
2865228288;https://www.leboncoin.fr/ad/ventes_immobilieres/2865228288;2040000;"Maison 9 pièces 160 m²

iad France - Dominique Jacquemart vous propose: Située dans le quartier recherché de la Division Théry à Vaucresson, cette meulière de 160m² (loi Carrez) (278m² de surface totale au sol) qui nécessite d’être remise au goût du jour, offre un fort potentiel. Pleine de charme, elle est implantée sur un terrain plat, arboré et piscinable de 1800m², véritable havre de paix où les enfants pourront jouer en toute sécurité. Il est tout à fait envisageable d’agrandir la maison.
Cette dernière se compose d'une entrée desservant un petit salon suivi d’une grande réception avec une magnifique cheminée. Le séjour orienté sud est lumineux grâce à sa grande baie vitrée donnant sur le jardin. Sur ce niveau, se trouve salle à manger ainsi qu'un coin bureau.
La cuisine s'ouvre sur une charmante véranda baignée de lumière, offrant une agréable vue sur le jardin ainsi qu’un accès direct à l’extérieur et au sous-sol. Avec un réaménagement bien pensé, cet espace pourrait tout au long de l’année devenir un lieu convivial parfait pour vos repas familiaux ou entre amis. 
Le premier étage comprend 3 chambres et une salle de bains, tandis que le second étage se compose d’une grande chambre, d’un bureau et d’une salle d'eau.
Le sous-sol complet dispose d'une buanderie, d'une chaufferie, d'un atelier de bricolage et d'une salle de stockage, offrant de multiples possibilités de rangement et d'aménagement.
Un garage ainsi qu'un abri de jardin complètent ce bien.
Cette propriété offre un cadre de vie idéal pour une famille.  Facilité d'accès pour les écoles publiques et privées du secteur. Elle est placée à seulement 10 minutes à pied de la gare de Vaucresson (ligne L, direction Saint-Lazare via La Défense).
Ne manquez pas cette opportunité située dans un quartier calme et recherché, à deux pas de toutes les commodités. 

Honoraires d'agence à la charge du vendeur.
Information d'affichage énergétique sur ce bien : classe ENERGIE G indice 429 et classe CLIMAT G indice 128. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : www.georisques.gouv.fr.
La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mme Dominique Jacquemart mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de NANTERRE sous le numéro 417555653, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.

Surface : 160 m²
Date de réalisation du diagnostic énergétique : 06/10/2024

Consommation énergie primaire : 429 kWh/m²/an
Consommation énergie finale : Non communiqué

Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 8 480 € et 11 540 € sur les années 2021, 2022 et 2023 (abonnements compris).
Logement à consommation énergétique excessive : classe G";Maison 9 pièces 160 m²;15/10/2024 19:09;28/03/2025 18:43;active;18;FR;12;Ile-de-France;92;Vaucresson;92420;48.848807978199886;2.1788037035935464;pro;Dominique Jacquemart - IAD France;417555653.0;1;1;15;160.0;1800.0;9.0;9.0;2.0;1.0;g;g;individual;fuel;seller;1;simple;12750.0;old;1;4.0;1.0;1890.0;;2260000.0;10000.0;south;0;1;1;1;1;278.0;0.0
